user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_equities,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference,factor_weight_allocation_strength
302,0.1,0.1,0.34,0.15,0.31,6.13,10.0,5.37,2.78,2.92,14.69,9.75,4.76,11.4,27.62,28.86,18.32,4.64,21.26,14.4,18.17,23.21
303,0.34,0.18,0.36,0.1,0.02,8.39,10.0,8.21,1.3,24.02,2.58,13.53,22.8,14.05,8.56,14.46,18.33,15.03,21.64,2.54,36.92,5.54
304,0.06,0.16,0.41,0.35,0.02,4.45,6.67,5.7,9.96,4.3,16.95,17.24,22.46,25.16,1.27,12.62,15.27,24.17,13.27,5.91,28.22,13.16
305,0.06,0.37,0.3,0.02,0.25,2.97,6.67,9.46,2.48,9.15,0.29,26.54,14.78,21.86,10.82,16.56,0.83,2.35,46.96,33.43,8.77,7.66
306,0.14,0.41,0.22,0.15,0.08,3.79,6.67,2.42,3.01,24.05,13.3,16.43,6.39,1.12,15.4,23.31,7.98,2.11,35.57,21.08,23.94,9.32
307,0.06,0.07,0.31,0.13,0.43,2.14,3.33,9.34,3.27,19.63,15.41,3.97,18.61,14.32,18.72,9.34,30.85,0.03,0.64,33.14,3.28,32.06
308,0.19,0.14,0.16,0.28,0.23,1.8,1.0,6.0,8.03,21.83,22.39,0.03,4.86,19.81,11.37,19.71,21.87,26.99,27.51,3.69,3.93,16.01
309,0.25,0.21,0.23,0.15,0.16,3.59,3.33,2.9,6.47,19.97,3.33,21.57,12.49,9.08,18.76,14.8,28.46,16.51,6.89,9.92,11.99,26.23
310,0.13,0.23,0.22,0.22,0.2,8.66,1.0,8.0,6.37,17.28,2.38,23.19,17.99,0.8,22.75,15.61,3.79,15.43,27.44,1.09,16.95,35.3
311,0.06,0.26,0.09,0.38,0.21,2.22,3.33,2.33,1.25,2.43,25.87,15.41,5.78,24.53,14.27,11.71,26.08,8.84,1.41,15.77,19.22,28.68
312,0.09,0.31,0.07,0.22,0.31,2.84,3.33,3.53,6.12,15.44,11.17,11.6,18.08,15.91,8.67,19.13,21.55,21.01,9.27,19.66,24.88,3.63
313,0.17,0.26,0.21,0.21,0.15,3.71,6.67,7.03,5.7,12.57,16.46,23.03,14.48,8.15,14.75,10.56,3.14,14.05,8.5,31.11,17.95,25.25
314,0.04,0.22,0.27,0.21,0.26,8.55,3.33,9.81,8.35,10.25,9.81,19.54,17.18,22.74,12.81,7.67,11.03,3.28,2.93,35.86,23.34,23.56
315,0.2,0.14,0.26,0.27,0.13,6.54,10.0,4.09,4.94,27.38,8.03,16.42,3.58,5.38,20.58,18.63,1.68,3.28,15.06,29.01,28.59,22.38
316,0.24,0.32,0.1,0.31,0.03,8.51,1.0,7.19,1.22,21.58,12.63,14.54,7.2,12.59,17.8,13.66,19.8,9.5,16.47,9.34,18.34,26.55
317,0.09,0.2,0.3,0.1,0.31,5.09,3.33,8.24,6.24,19.33,11.13,7.53,17.45,20.72,20.02,3.82,10.37,9.75,24.59,11.51,24.16,19.62
318,0.16,0.17,0.2,0.23,0.24,4.16,10.0,2.23,6.02,15.52,35.44,10.95,23.39,0.76,2.4,11.54,17.91,17.53,18.75,22.33,21.12,2.36
319,0.1,0.16,0.17,0.27,0.3,9.84,3.33,1.88,7.33,7.92,4.2,7.05,29.7,19.06,18.3,13.77,23.5,12.82,8.92,26.5,15.29,12.97
320,0.22,0.19,0.27,0.29,0.03,9.6,1.0,1.79,8.28,13.35,19.29,6.39,19.81,16.92,18.16,6.08,9.06,15.51,21.77,16.01,26.0,11.65
321,0.09,0.62,0.16,0.07,0.06,9.41,1.0,5.77,2.57,9.44,27.55,7.52,16.42,18.23,0.55,20.29,29.09,30.36,12.33,18.03,9.64,0.55
322,0.25,0.17,0.1,0.23,0.25,3.64,6.67,2.01,5.59,12.05,7.97,6.16,12.33,14.09,22.7,24.7,24.45,16.48,11.11,12.19,9.75,26.02
323,0.11,0.41,0.03,0.43,0.02,6.43,10.0,3.7,3.12,16.17,13.81,11.38,0.83,19.57,18.05,20.19,18.23,11.39,30.03,10.66,2.79,26.9
324,0.16,0.14,0.25,0.31,0.14,3.91,3.33,1.7,1.66,24.78,20.13,7.03,13.48,18.84,7.54,8.2,16.18,13.33,37.21,9.65,13.2,10.43
325,0.26,0.12,0.25,0.25,0.12,2.83,10.0,8.35,2.74,4.63,24.51,8.57,9.78,18.5,8.09,25.92,19.47,18.78,18.99,13.96,17.35,11.45
326,0.06,0.18,0.09,0.26,0.41,7.37,6.67,1.56,6.85,5.22,1.77,27.14,7.25,30.49,7.69,20.44,9.71,11.65,34.37,6.37,19.42,18.48
327,0.27,0.21,0.11,0.19,0.22,5.44,3.33,8.77,9.57,2.2,18.14,20.25,0.53,27.29,4.61,26.98,13.55,23.12,20.46,29.53,6.07,7.27
328,0.1,0.22,0.14,0.27,0.27,8.28,1.0,8.75,9.75,14.81,18.17,3.2,18.01,15.45,20.89,9.47,23.01,1.19,8.06,29.83,3.94,33.97
329,0.29,0.25,0.02,0.33,0.11,1.81,6.67,7.06,8.53,28.89,19.02,5.41,10.78,23.72,7.85,4.33,11.05,10.99,23.83,13.4,22.12,18.61
330,0.18,0.28,0.1,0.13,0.31,7.79,6.67,7.68,7.86,21.17,12.07,18.69,26.79,6.19,12.91,2.18,30.53,5.43,27.58,6.1,12.24,18.12
331,0.05,0.22,0.09,0.17,0.47,9.52,3.33,9.48,5.73,8.12,27.85,8.47,11.93,6.36,31.59,5.68,24.32,17.54,13.18,3.91,24.42,16.63
332,0.08,0.25,0.07,0.3,0.3,2.58,6.67,9.21,8.06,17.54,23.42,24.25,7.31,2.65,21.92,2.91,8.99,9.5,22.88,18.36,32.67,7.6
333,0.34,0.04,0.0,0.35,0.27,3.99,10.0,5.03,7.25,11.5,15.66,21.85,6.61,5.85,21.17,17.36,10.41,19.77,17.76,22.96,22.91,6.19
334,0.33,0.08,0.18,0.05,0.36,5.46,3.33,1.64,1.29,33.75,16.07,25.02,5.28,14.57,2.21,3.1,27.36,21.29,22.34,9.4,0.96,18.65
335,0.23,0.2,0.21,0.3,0.06,1.72,1.0,9.31,4.99,9.77,2.67,23.7,33.32,7.42,19.57,3.55,23.77,28.31,0.68,21.39,22.03,3.82
336,0.3,0.21,0.23,0.23,0.03,9.79,10.0,3.64,7.56,14.65,12.43,18.97,13.81,12.74,8.78,18.62,7.19,12.65,17.03,28.59,9.58,24.96
337,0.17,0.34,0.27,0.14,0.08,5.23,3.33,7.82,1.32,22.24,2.48,18.73,10.91,12.3,17.01,16.33,11.87,26.15,27.67,20.38,6.06,7.87
338,0.29,0.07,0.28,0.15,0.21,5.12,1.0,8.52,3.09,26.36,15.57,8.79,19.86,16.35,1.68,11.39,11.47,24.24,21.36,30.62,11.92,0.39
339,0.17,0.23,0.2,0.12,0.28,3.78,10.0,2.77,7.5,17.35,26.63,19.36,0.28,10.38,13.33,12.67,24.43,18.3,26.09,2.7,18.3,10.18
340,0.15,0.06,0.29,0.32,0.18,2.88,10.0,3.62,4.8,23.2,15.27,13.24,5.64,26.79,8.22,7.64,8.4,0.43,15.32,22.69,42.51,10.65
341,0.32,0.33,0.1,0.03,0.22,4.76,3.33,1.33,4.78,21.73,13.8,0.82,16.49,20.81,13.25,13.1,21.82,22.96,0.12,18.56,28.82,7.72
342,0.21,0.29,0.11,0.13,0.26,4.24,10.0,7.84,4.09,28.57,20.73,4.43,6.83,13.48,3.42,22.54,8.0,20.9,3.36,17.34,24.91,25.49
343,0.08,0.27,0.34,0.23,0.08,5.21,3.33,9.39,6.07,19.98,12.85,0.17,17.55,5.84,28.18,15.43,24.13,0.59,26.5,12.28,19.77,16.73
344,0.1,0.29,0.24,0.07,0.3,4.62,1.0,4.53,2.49,18.11,4.69,0.55,5.43,33.47,10.83,26.92,26.29,14.71,28.12,0.13,23.26,7.49
345,0.2,0.22,0.29,0.1,0.19,4.4,3.33,1.7,6.26,21.32,4.98,1.61,25.12,20.6,25.38,0.99,5.93,27.82,33.91,5.26,4.99,22.09
346,0.25,0.22,0.09,0.19,0.25,8.8,6.67,7.05,7.23,14.34,0.98,16.17,6.97,21.67,19.55,20.32,2.99,31.12,6.76,27.65,11.94,19.54
347,0.2,0.25,0.21,0.14,0.2,6.37,6.67,8.87,7.96,25.67,21.28,0.46,12.42,5.71,6.39,28.07,29.47,12.74,13.0,27.28,16.88,0.63
348,0.34,0.33,0.02,0.06,0.25,9.28,1.0,2.24,4.14,1.77,9.51,33.43,9.66,23.75,14.68,7.2,17.39,25.88,5.58,7.25,28.41,15.49
349,0.4,0.02,0.21,0.16,0.21,1.53,6.67,7.72,4.91,10.45,18.88,2.04,12.51,23.15,20.7,12.27,30.46,23.53,18.76,6.31,7.71,13.23
350,0.16,0.26,0.13,0.2,0.25,1.73,10.0,7.88,8.98,23.62,26.17,18.9,14.54,3.5,7.8,5.47,9.76,12.4,35.48,12.42,6.17,23.77
351,0.1,0.3,0.29,0.24,0.07,5.23,6.67,2.79,6.29,18.91,23.62,5.97,19.59,1.95,9.5,20.46,20.16,16.97,20.5,2.91,20.14,19.32
352,0.22,0.3,0.09,0.35,0.04,4.6,10.0,6.03,9.14,5.01,25.41,0.77,36.74,14.53,17.23,0.31,31.76,1.89,7.63,30.67,21.76,6.29
353,0.05,0.31,0.5,0.13,0.01,3.21,10.0,2.92,3.84,5.08,12.37,19.76,12.68,26.7,22.82,0.59,2.74,24.94,19.71,38.46,2.81,11.34
354,0.03,0.21,0.44,0.27,0.05,3.69,3.33,9.65,4.69,14.35,5.96,9.94,26.4,30.68,2.74,9.93,15.57,8.75,9.09,31.61,28.83,6.15
355,0.01,0.32,0.29,0.11,0.27,6.21,1.0,5.39,6.6,24.14,20.12,6.67,8.52,4.65,23.9,12.0,36.06,1.94,5.53,24.79,14.59,17.09
356,0.11,0.27,0.23,0.18,0.21,7.29,1.0,1.52,1.59,1.84,24.87,3.06,30.86,2.16,5.69,31.52,9.74,25.44,17.38,2.88,20.3,24.26
357,0.17,0.25,0.07,0.3,0.21,1.75,10.0,1.59,5.69,0.21,19.37,18.35,19.07,14.04,8.63,20.33,11.68,19.72,16.72,18.17,16.09,17.62
358,0.3,0.3,0.03,0.07,0.3,1.35,1.0,8.58,9.16,16.7,8.87,8.83,19.02,12.57,19.7,14.31,8.64,25.49,17.18,10.02,22.34,16.33
359,0.29,0.12,0.33,0.17,0.09,1.79,3.33,8.04,3.63,13.74,12.23,19.06,5.01,17.68,26.04,6.24,17.21,9.08,14.46,26.52,11.73,21.0
360,0.18,0.22,0.09,0.24,0.27,2.31,1.0,3.71,6.32,23.47,9.36,16.68,13.22,16.71,16.43,4.13,6.82,21.52,22.76,23.17,19.83,5.9
361,0.08,0.28,0.05,0.32,0.27,4.9,3.33,5.48,7.89,32.01,5.73,9.05,0.87,22.08,25.29,4.97,27.17,4.7,16.98,17.79,28.61,4.75
362,0.05,0.26,0.18,0.19,0.32,8.74,6.67,1.49,6.31,11.68,9.68,28.08,1.82,11.62,24.99,12.13,3.75,7.05,24.77,25.34,19.95,19.14
363,0.08,0.13,0.26,0.26,0.27,7.27,6.67,2.51,7.36,25.13,1.14,3.75,1.67,19.96,26.14,22.21,14.24,16.84,21.35,26.06,18.93,2.58
364,0.2,0.13,0.16,0.16,0.35,7.22,10.0,2.17,4.7,5.17,20.02,22.55,18.8,14.27,18.32,0.87,14.56,8.65,12.37,10.22,35.83,18.37
365,0.28,0.18,0.2,0.15,0.19,3.06,10.0,5.53,6.37,24.38,8.84,10.99,9.08,3.25,34.77,8.69,35.19,14.82,27.71,9.97,12.21,0.1
366,0.08,0.31,0.3,0.12,0.19,1.63,6.67,5.0,9.22,28.01,3.86,2.79,6.17,31.48,10.66,17.03,27.71,25.29,1.82,24.82,9.66,10.7
367,0.34,0.11,0.17,0.37,0.01,1.65,10.0,9.35,4.97,13.28,18.9,21.11,3.74,9.55,9.88,23.54,25.04,20.83,13.18,24.74,12.5,3.71
368,0.15,0.3,0.2,0.12,0.23,4.26,6.67,4.19,2.74,15.93,2.65,16.85,3.67,4.47,38.08,18.35,39.34,13.33,7.1,6.57,30.25,3.41
369,0.12,0.09,0.37,0.06,0.36,7.02,6.67,3.41,9.24,6.35,23.96,16.49,21.16,9.97,6.67,15.4,16.56,0.12,34.76,11.2,27.22,10.14
370,0.3,0.11,0.21,0.17,0.21,7.43,3.33,5.94,7.05,9.75,6.18,25.94,13.24,16.11,2.77,26.01,19.71,0.33,1.35,7.97,29.34,41.3
371,0.19,0.25,0.2,0.28,0.08,8.03,3.33,1.02,5.63,3.53,37.79,12.68,4.72,16.66,1.82,22.8,16.15,22.28,20.53,9.5,8.82,22.72
372,0.04,0.21,0.18,0.42,0.15,1.52,6.67,5.5,8.4,1.93,12.33,10.13,24.22,1.15,23.43,26.81,24.72,6.02,8.64,22.18,28.09,10.35
373,0.53,0.26,0.15,0.03,0.03,7.12,10.0,9.06,5.52,28.39,5.97,5.86,3.05,31.39,14.82,10.52,25.83,9.58,22.49,6.41,17.99,17.7
374,0.21,0.29,0.12,0.05,0.33,2.89,3.33,4.2,9.34,11.47,30.69,1.8,5.31,20.12,9.49,21.12,21.46,3.95,14.57,26.93,22.74,10.35
375,0.52,0.13,0.23,0.01,0.11,9.98,1.0,1.04,1.98,3.05,9.34,1.17,23.03,2.11,25.2,36.1,13.74,14.52,21.48,2.96,20.46,26.84
376,0.31,0.22,0.29,0.15,0.03,7.15,10.0,7.9,2.66,0.71,11.1,1.97,40.44,15.45,2.84,27.49,17.03,9.73,14.89,16.98,18.83,22.54
377,0.19,0.14,0.22,0.21,0.24,9.28,10.0,7.53,4.73,9.06,12.19,20.81,17.99,13.8,20.53,5.62,29.78,36.25,10.99,3.15,3.05,16.78
378,0.42,0.01,0.17,0.35,0.05,7.76,3.33,9.85,4.45,6.92,13.86,19.0,21.54,5.64,6.1,26.94,21.95,13.55,18.42,22.43,21.74,1.91
379,0.18,0.15,0.32,0.16,0.19,5.57,10.0,6.12,5.43,8.56,9.48,16.39,22.65,24.25,5.74,12.93,13.23,21.68,13.33,17.63,24.81,9.32
380,0.27,0.2,0.11,0.16,0.26,3.19,1.0,6.84,8.65,4.48,2.8,18.78,4.33,2.34,36.25,31.02,2.17,16.86,14.53,10.56,28.76,27.12
381,0.31,0.23,0.41,0.0,0.05,3.18,3.33,9.16,3.55,3.19,30.69,10.81,0.76,30.75,5.1,18.7,20.31,15.53,14.73,16.71,12.99,19.73
382,0.22,0.29,0.02,0.23,0.24,1.23,1.0,1.56,5.35,20.11,17.7,15.98,12.13,19.27,4.27,10.54,20.06,25.44,7.51,14.68,12.54,19.77
383,0.23,0.0,0.11,0.27,0.39,3.36,3.33,1.86,6.64,10.38,18.87,16.78,24.96,20.21,7.54,1.26,17.24,13.55,36.63,5.66,21.41,5.51
384,0.03,0.08,0.05,0.67,0.17,1.81,10.0,7.94,7.23,12.59,10.01,30.82,20.42,15.55,1.08,9.53,18.89,33.72,7.49,20.43,5.87,13.6
385,0.24,0.21,0.21,0.06,0.28,5.35,6.67,3.85,7.42,9.7,13.38,20.98,17.12,16.46,10.17,12.19,24.15,22.07,20.46,14.5,15.32,3.5
386,0.09,0.33,0.34,0.18,0.06,3.23,10.0,8.49,9.0,16.8,15.47,10.94,18.36,7.08,14.38,16.97,25.08,19.5,21.57,0.87,21.01,11.97
387,0.36,0.29,0.2,0.09,0.06,6.53,6.67,7.84,5.77,9.83,18.32,12.19,0.03,36.24,19.26,4.13,13.44,8.33,3.37,12.03,19.63,43.2
388,0.23,0.25,0.12,0.3,0.1,4.34,3.33,1.61,7.36,15.19,18.05,18.14,4.19,14.22,10.5,19.71,0.73,3.05,29.59,24.65,16.92,25.06
389,0.11,0.28,0.3,0.25,0.06,5.04,3.33,8.49,9.24,23.73,14.93,8.38,26.56,8.66,1.71,16.03,18.18,18.18,14.24,7.21,19.19,23.0
390,0.05,0.29,0.29,0.31,0.06,6.79,10.0,6.49,3.93,13.16,11.23,29.0,0.72,33.97,2.75,9.17,6.94,30.18,4.6,11.33,39.6,7.35
391,0.22,0.29,0.19,0.08,0.22,3.21,6.67,8.31,9.93,12.8,10.06,15.51,2.41,27.42,22.53,9.27,17.13,2.89,3.79,31.46,25.57,19.16
392,0.12,0.36,0.15,0.17,0.2,1.53,10.0,5.38,7.4,1.9,11.63,15.83,28.59,14.2,27.32,0.53,11.1,24.4,26.69,5.37,19.63,12.81
393,0.31,0.1,0.14,0.2,0.25,3.63,6.67,7.31,2.31,19.76,25.68,2.04,20.68,28.09,1.83,1.92,13.29,8.18,20.29,22.14,27.06,9.04
394,0.09,0.33,0.14,0.31,0.13,3.94,6.67,8.6,8.68,12.83,6.45,26.58,7.25,29.41,10.42,7.06,28.63,0.65,30.7,10.38,22.75,6.89
395,0.24,0.14,0.21,0.12,0.29,2.08,10.0,3.91,7.12,7.49,20.65,9.89,9.11,13.29,22.3,17.27,28.4,13.05,5.31,16.17,21.1,15.97
396,0.21,0.24,0.18,0.27,0.1,3.35,3.33,6.32,6.3,12.89,15.22,7.84,16.99,20.52,15.85,10.69,21.53,0.79,36.17,10.4,25.42,5.69
397,0.16,0.24,0.21,0.23,0.16,6.57,3.33,3.2,1.83,11.06,15.6,8.21,14.09,15.5,16.7,18.84,23.82,23.94,9.69,23.46,0.03,19.06
398,0.26,0.38,0.09,0.21,0.06,7.0,6.67,4.91,4.07,23.45,25.7,0.29,8.49,14.95,13.27,13.85,31.03,31.36,14.46,4.31,13.43,5.41
399,0.16,0.16,0.18,0.39,0.11,5.51,10.0,4.03,6.62,12.22,18.45,25.19,1.68,10.81,21.97,9.68,19.6,21.8,2.92,4.97,21.48,29.23
400,0.02,0.24,0.34,0.28,0.12,8.56,1.0,6.31,1.9,11.76,13.79,20.6,13.68,24.07,12.66,3.44,7.52,30.48,18.34,20.56,4.38,18.72
401,0.1,0.0,0.09,0.31,0.5,1.63,6.67,7.61,1.87,11.79,17.68,30.21,11.58,1.26,23.59,3.89,7.7,34.04,37.22,1.01,13.25,6.78
402,0.42,0.03,0.26,0.25,0.04,3.65,10.0,4.07,3.44,19.0,15.53,0.95,17.01,19.07,12.28,16.16,7.97,31.25,17.91,14.9,2.12,25.85
403,0.13,0.28,0.18,0.2,0.21,1.92,1.0,8.14,1.2,13.15,12.94,25.46,12.41,7.9,0.18,27.96,20.87,15.8,11.21,24.92,16.92,10.28
404,0.16,0.13,0.35,0.23,0.13,8.96,3.33,4.12,1.09,22.58,19.04,1.55,0.22,24.26,16.0,16.35,10.19,9.9,15.94,15.97,21.66,26.34
405,0.18,0.09,0.2,0.11,0.42,6.96,10.0,6.54,2.28,8.22,27.67,7.22,3.08,25.41,10.34,18.06,22.6,12.41,20.0,4.65,18.58,21.76
406,0.32,0.3,0.03,0.16,0.19,6.26,1.0,5.33,3.33,19.19,12.38,9.42,3.46,15.7,17.67,22.18,33.67,14.42,28.23,9.4,9.69,4.59
407,0.09,0.28,0.3,0.22,0.11,7.73,6.67,1.14,8.01,9.16,30.77,3.76,16.02,21.77,13.44,5.08,23.24,18.37,16.78,17.93,12.74,10.94
408,0.06,0.21,0.26,0.34,0.13,5.93,6.67,2.41,4.45,21.83,15.71,2.11,19.67,12.61,18.9,9.17,0.16,9.26,24.58,25.09,30.9,10.01
409,0.11,0.0,0.11,0.32,0.46,5.03,1.0,1.69,4.14,23.1,0.57,12.29,5.01,17.85,25.71,15.47,24.68,0.76,10.34,17.98,17.01,29.23
410,0.06,0.3,0.24,0.22,0.18,8.98,10.0,7.66,7.47,22.51,11.01,3.22,23.24,15.82,8.67,15.53,19.92,21.48,20.92,0.65,23.9,13.13
411,0.06,0.16,0.3,0.09,0.39,3.32,10.0,9.51,7.14,4.52,6.1,7.51,22.55,18.34,17.11,23.87,12.76,26.44,7.81,24.03,6.92,22.04
412,0.17,0.12,0.22,0.37,0.12,1.48,6.67,2.93,8.89,25.49,3.84,13.22,20.25,22.68,13.3,1.22,10.17,35.62,19.26,8.87,22.72,3.36
413,0.49,0.12,0.1,0.06,0.23,5.65,3.33,7.52,4.16,5.3,15.43,6.93,16.28,3.69,28.74,23.63,29.72,30.88,8.04,10.59,8.1,12.67
414,0.13,0.13,0.43,0.18,0.13,5.45,10.0,6.85,9.92,0.95,9.32,26.36,7.46,24.79,7.23,23.89,22.83,15.76,25.72,21.1,7.66,6.93
415,0.17,0.33,0.1,0.15,0.25,6.49,1.0,6.25,2.27,14.96,7.78,21.64,2.45,20.39,11.09,21.69,16.22,21.46,16.11,7.82,20.98,17.41
416,0.29,0.24,0.21,0.01,0.25,3.69,10.0,3.76,9.25,23.54,0.64,21.28,18.52,18.26,12.13,5.63,4.45,34.35,10.8,23.83,22.01,4.56
417,0.24,0.43,0.21,0.02,0.1,3.0,1.0,7.58,1.56,7.24,25.94,11.34,0.7,20.85,23.75,10.18,19.02,24.16,7.36,2.8,24.43,22.23
418,0.33,0.04,0.06,0.31,0.26,5.93,3.33,4.61,6.45,18.15,16.12,8.51,15.03,18.6,3.9,19.69,2.41,3.96,20.4,36.03,1.88,35.32
419,0.18,0.09,0.2,0.18,0.35,8.05,6.67,7.14,3.78,16.03,27.62,20.51,3.7,18.66,10.27,3.21,17.88,19.48,20.91,14.46,4.25,23.02
420,0.16,0.27,0.2,0.08,0.29,7.42,3.33,8.08,3.82,21.2,0.41,16.91,15.03,3.56,24.85,18.04,15.39,24.61,27.43,0.67,18.07,13.83
421,0.27,0.25,0.16,0.08,0.24,3.54,3.33,3.69,2.76,9.65,23.57,6.61,35.48,5.29,16.02,3.38,18.04,21.09,12.07,5.7,23.65,19.45
422,0.12,0.25,0.17,0.13,0.33,1.87,1.0,3.22,6.27,0.72,8.37,27.58,23.63,0.79,11.33,27.58,30.15,10.17,1.73,10.11,23.26,24.58
423,0.05,0.26,0.21,0.18,0.3,6.61,10.0,1.87,9.58,15.96,21.39,1.33,9.02,25.31,14.85,12.14,26.59,21.07,6.13,17.26,11.48,17.47
424,0.11,0.16,0.28,0.3,0.15,9.88,10.0,1.38,6.5,5.28,2.87,15.98,22.48,20.77,24.77,7.85,38.31,13.47,13.7,15.47,16.73,2.32
425,0.25,0.18,0.1,0.32,0.15,7.43,3.33,4.33,9.45,13.79,19.3,11.33,15.73,14.98,21.93,2.94,28.02,2.95,20.82,18.26,11.51,18.44
426,0.18,0.0,0.28,0.29,0.25,7.58,6.67,3.82,3.93,13.12,7.95,15.27,13.42,11.33,18.46,20.45,8.0,31.53,8.71,20.04,28.74,2.98
427,0.08,0.31,0.15,0.2,0.26,1.74,6.67,1.67,9.04,15.94,23.17,23.28,5.51,10.53,11.1,10.47,4.09,5.47,39.7,18.97,18.51,13.26
428,0.11,0.29,0.1,0.25,0.25,7.86,6.67,9.66,3.97,1.98,16.05,10.43,23.88,7.15,25.84,14.67,19.57,7.03,27.64,28.65,15.49,1.62
429,0.25,0.33,0.16,0.02,0.24,1.0,6.67,3.9,5.61,7.35,16.89,14.22,24.14,11.42,22.87,3.11,10.35,31.98,12.14,4.62,32.84,8.07
430,0.28,0.25,0.13,0.05,0.29,3.41,3.33,4.89,1.32,29.06,3.2,16.79,11.17,12.02,17.85,9.91,28.01,20.79,4.21,35.63,0.19,11.17
431,0.07,0.3,0.14,0.26,0.23,7.02,1.0,1.01,2.06,12.96,3.65,12.8,27.14,21.21,12.89,9.35,41.33,1.45,7.65,12.92,11.38,25.27
432,0.28,0.18,0.28,0.09,0.17,4.89,1.0,7.73,6.81,34.29,9.0,6.86,23.38,5.86,20.54,0.07,27.8,28.71,12.58,13.09,10.5,7.32
433,0.18,0.35,0.05,0.1,0.32,9.27,10.0,3.19,2.51,31.21,10.01,15.57,1.78,3.45,0.99,36.99,0.73,24.38,24.21,20.83,15.56,14.29
434,0.18,0.07,0.1,0.29,0.36,7.6,1.0,4.18,5.38,13.34,17.87,11.73,6.64,18.2,17.26,14.96,15.37,22.81,20.11,21.46,9.95,10.3
435,0.15,0.31,0.29,0.15,0.1,2.87,6.67,1.1,8.96,28.91,9.4,16.52,18.76,4.34,2.13,19.94,18.16,8.63,42.04,0.89,11.4,18.88
436,0.31,0.14,0.24,0.04,0.27,1.55,10.0,8.59,3.76,23.06,11.41,4.82,2.48,17.19,15.99,25.05,32.08,2.88,24.96,10.55,10.19,19.34
437,0.59,0.25,0.06,0.09,0.01,1.78,3.33,6.69,2.2,13.96,3.1,12.18,34.67,6.52,12.24,17.33,8.01,23.41,0.96,21.84,10.9,34.88
438,0.23,0.07,0.39,0.14,0.17,5.64,10.0,6.12,6.08,12.62,25.63,17.47,0.15,27.1,12.06,4.97,19.91,23.31,0.55,5.8,24.69,25.74
439,0.36,0.05,0.39,0.18,0.02,7.16,3.33,1.28,8.71,20.01,16.92,14.65,3.44,13.65,13.67,17.66,16.79,21.84,6.84,18.17,8.4,27.96
440,0.27,0.26,0.0,0.38,0.09,4.45,10.0,4.51,9.31,21.43,14.09,16.67,1.78,5.27,31.13,9.63,22.32,18.78,16.44,5.41,20.53,16.52
441,0.36,0.11,0.28,0.19,0.06,3.81,10.0,9.74,2.76,3.93,25.01,16.64,18.3,2.15,10.17,23.8,10.37,10.32,10.43,27.16,27.46,14.26
442,0.37,0.36,0.12,0.09,0.06,7.96,6.67,5.59,3.03,19.28,13.93,18.4,12.1,11.91,20.82,3.56,20.86,30.13,1.78,27.98,10.31,8.94
443,0.15,0.24,0.14,0.26,0.21,6.18,1.0,5.35,8.27,17.39,7.98,6.68,3.46,29.7,17.98,16.81,3.69,29.27,27.21,0.95,25.58,13.3
444,0.34,0.28,0.08,0.26,0.04,8.95,3.33,8.1,1.1,12.04,21.4,9.99,9.21,21.04,22.75,3.57,19.04,10.73,34.74,4.99,0.35,30.15
445,0.17,0.12,0.22,0.2,0.29,7.91,3.33,7.31,9.33,3.63,12.23,26.38,11.13,2.55,33.25,10.83,24.12,15.38,0.04,45.26,2.65,12.55
446,0.1,0.26,0.05,0.55,0.04,2.31,3.33,3.36,2.41,19.96,0.63,5.76,16.82,11.55,26.05,19.23,14.56,25.18,10.23,35.97,3.43,10.63
447,0.2,0.27,0.25,0.16,0.12,8.9,1.0,6.42,5.73,4.3,5.9,13.89,18.76,13.2,26.58,17.37,16.77,1.99,21.65,28.69,14.78,16.12
448,0.09,0.31,0.36,0.21,0.03,7.98,10.0,9.84,6.25,17.38,7.6,31.73,10.3,5.84,8.28,18.87,24.64,25.4,14.97,14.02,5.8,15.17
449,0.34,0.3,0.31,0.04,0.01,2.07,10.0,7.69,6.15,3.32,14.11,22.78,21.63,18.89,3.26,16.01,15.16,17.84,8.78,22.42,8.14,27.66
450,0.24,0.09,0.08,0.3,0.29,3.51,10.0,7.72,7.85,14.34,24.12,6.66,12.7,3.78,20.85,17.55,14.73,11.31,19.83,18.64,22.53,12.96
451,0.28,0.3,0.05,0.06,0.31,8.1,10.0,6.59,8.04,18.5,9.73,1.18,27.08,21.36,7.11,15.04,29.7,20.28,20.15,11.47,9.75,8.65
452,0.01,0.11,0.21,0.65,0.02,9.27,1.0,8.41,2.61,0.82,10.21,24.7,1.51,17.6,23.78,21.38,20.35,17.75,17.25,23.75,6.28,14.62
453,0.04,0.16,0.25,0.27,0.28,4.31,6.67,5.39,3.97,16.08,20.53,16.48,14.7,7.63,13.01,11.57,28.34,4.82,14.21,24.53,25.04,3.06
