user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_stocks,product_preference_etfs,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference
302,0.16,0.26,0.03,0.23,0.32,5.82,10.0,5.44,5.62,7.99,23.54,25.0,4.08,0.88,22.69,12.67,3.15,22.45,23.29,22.41,23.71,8.14
303,0.2,0.3,0.0,0.15,0.35,3.72,1.0,8.61,6.77,14.56,15.66,14.89,16.82,1.32,9.55,18.17,9.03,9.47,53.14,19.11,4.17,14.11
304,0.3,0.21,0.16,0.24,0.09,6.88,3.33,6.69,3.96,20.05,7.67,5.15,8.56,13.74,18.66,8.74,17.43,4.47,34.91,29.35,5.91,25.36
305,0.18,0.18,0.2,0.21,0.23,2.64,3.33,7.15,8.78,36.48,11.84,12.09,8.13,2.55,6.36,7.4,15.15,1.61,37.43,25.66,1.61,33.69
306,0.4,0.02,0.4,0.13,0.05,9.75,1.0,7.83,9.18,17.37,2.78,13.62,17.6,0.85,10.62,24.72,12.44,5.04,23.1,20.28,24.97,26.61
307,0.24,0.2,0.27,0.08,0.21,3.91,6.67,7.51,7.9,11.29,15.06,13.29,11.87,14.23,11.33,13.95,8.98,17.18,14.12,3.4,35.98,29.32
308,0.42,0.01,0.33,0.06,0.18,4.63,6.67,5.12,6.84,26.58,18.25,4.14,1.0,15.33,7.25,11.29,16.16,15.79,22.71,12.81,23.78,24.91
309,0.17,0.09,0.26,0.31,0.17,4.43,6.67,4.72,9.6,16.06,16.06,13.05,17.21,14.51,5.62,1.95,15.54,4.12,22.51,26.12,21.79,25.46
310,0.26,0.41,0.11,0.02,0.2,8.47,1.0,4.15,9.43,16.91,13.76,1.77,0.1,21.4,22.0,6.23,17.83,28.82,30.84,14.12,19.8,6.42
311,0.04,0.13,0.41,0.39,0.03,4.03,3.33,7.43,3.31,20.05,9.42,1.45,19.19,25.88,6.95,16.19,0.87,30.48,35.12,20.08,9.07,5.25
312,0.34,0.24,0.16,0.21,0.05,7.99,10.0,9.34,6.53,14.04,6.02,17.9,17.92,11.16,8.14,7.68,17.14,14.92,20.79,29.59,10.46,24.24
313,0.2,0.3,0.05,0.3,0.15,5.63,3.33,7.76,5.57,13.97,0.83,20.98,20.35,17.71,7.69,12.47,6.0,18.36,21.03,21.23,8.42,30.96
314,0.21,0.12,0.31,0.05,0.31,7.51,6.67,4.94,6.04,18.15,4.79,18.52,18.87,7.2,12.12,0.59,19.76,25.37,8.58,15.62,28.71,21.72
315,0.3,0.31,0.24,0.1,0.05,2.46,3.33,2.88,1.03,4.43,13.18,19.34,12.25,13.55,17.2,18.76,1.29,21.09,14.18,18.16,17.24,29.33
316,0.27,0.28,0.17,0.12,0.16,2.17,3.33,5.56,3.72,16.96,13.77,2.29,16.21,22.99,2.91,19.41,5.46,33.59,26.36,6.71,12.27,21.07
317,0.32,0.31,0.16,0.18,0.03,3.64,3.33,4.83,8.3,4.17,8.01,17.6,19.34,19.42,14.85,6.1,10.51,2.34,26.68,30.96,13.16,26.86
318,0.26,0.13,0.3,0.29,0.02,3.13,1.0,3.94,7.22,5.11,3.32,15.84,16.72,7.21,12.73,19.27,19.8,26.87,11.22,18.11,27.13,16.67
319,0.31,0.15,0.07,0.33,0.14,7.12,1.0,8.93,1.25,25.6,10.46,16.05,13.2,0.99,12.9,5.66,15.14,33.99,21.86,3.75,12.37,28.03
320,0.11,0.06,0.31,0.2,0.32,3.84,1.0,9.43,7.35,7.1,8.0,9.08,13.79,17.86,9.95,20.41,13.81,7.41,29.07,39.87,19.59,4.06
321,0.07,0.19,0.32,0.19,0.23,2.07,6.67,3.21,9.52,4.33,22.13,16.04,19.82,2.17,9.44,21.49,4.58,18.64,15.86,21.54,23.01,20.95
322,0.13,0.21,0.21,0.16,0.29,5.59,1.0,9.0,4.63,15.55,16.54,20.26,10.68,12.15,4.47,9.73,10.62,14.09,18.19,23.1,39.53,5.09
323,0.0,0.31,0.11,0.34,0.24,6.72,10.0,8.22,1.0,6.74,10.58,14.24,20.03,7.94,16.87,3.7,19.9,2.38,32.04,28.96,19.08,17.54
324,0.05,0.28,0.08,0.28,0.31,5.64,10.0,3.77,5.52,20.31,20.73,20.07,16.64,3.91,7.18,5.17,5.99,14.31,14.96,3.37,50.97,16.39
325,0.41,0.21,0.23,0.13,0.02,1.78,3.33,7.0,3.85,13.9,20.13,16.23,8.03,4.24,0.3,17.56,19.61,36.16,1.06,32.08,20.91,9.79
326,0.25,0.05,0.31,0.08,0.31,8.91,3.33,8.71,2.04,8.85,29.13,20.83,6.61,13.13,0.27,5.62,15.56,30.78,27.16,8.73,14.47,18.86
327,0.38,0.05,0.19,0.05,0.33,7.58,6.67,2.54,2.34,16.88,6.88,15.0,19.44,9.07,17.8,9.34,5.59,26.97,12.36,34.73,2.66,23.28
328,0.07,0.26,0.18,0.31,0.18,4.07,3.33,4.97,5.23,9.21,17.99,8.58,16.09,7.79,4.1,17.48,18.76,27.78,3.39,22.52,25.55,20.76
329,0.3,0.13,0.07,0.23,0.27,1.49,6.67,4.88,1.39,12.54,16.77,6.7,20.1,8.39,22.16,2.43,10.91,22.8,26.76,22.51,7.48,20.45
330,0.09,0.11,0.05,0.12,0.63,2.92,10.0,9.9,6.72,1.59,5.52,13.42,23.76,2.04,16.38,19.45,17.84,37.3,17.97,27.12,11.06,6.55
331,0.22,0.05,0.25,0.22,0.26,2.91,6.67,9.47,2.72,12.58,3.74,13.05,20.93,16.02,10.27,18.25,5.16,1.87,22.74,49.82,6.42,19.15
332,0.18,0.1,0.27,0.28,0.17,3.54,3.33,2.41,3.32,2.99,19.36,12.22,23.9,10.33,10.97,1.59,18.64,22.88,26.35,23.7,18.71,8.36
333,0.08,0.37,0.31,0.2,0.04,1.69,6.67,7.14,2.26,14.51,13.01,12.56,17.86,5.0,5.43,2.73,28.9,36.45,32.45,0.58,28.1,2.42
334,0.05,0.15,0.22,0.08,0.5,3.17,10.0,1.21,3.5,15.62,2.01,20.81,23.48,3.16,1.31,24.42,9.19,33.32,21.07,22.06,7.8,15.75
335,0.27,0.42,0.13,0.0,0.18,1.05,6.67,8.0,4.37,12.22,7.44,11.56,21.82,13.28,12.55,19.57,1.56,14.21,18.81,21.65,23.18,22.15
336,0.28,0.34,0.24,0.06,0.08,6.76,6.67,9.33,3.87,0.29,14.86,20.24,14.94,13.78,4.3,22.01,9.58,13.28,23.67,13.9,18.44,30.71
337,0.42,0.12,0.1,0.01,0.35,4.93,10.0,7.27,4.4,2.68,10.27,2.63,15.43,23.39,10.19,21.16,14.25,2.72,30.72,7.83,16.08,42.65
338,0.1,0.3,0.29,0.25,0.06,9.51,10.0,9.97,2.74,45.07,5.84,5.96,3.2,5.37,14.17,18.89,1.5,21.9,1.57,41.74,7.42,27.37
339,0.01,0.39,0.12,0.23,0.25,3.83,1.0,1.69,7.75,5.47,3.5,1.51,28.25,18.94,23.18,2.05,17.1,3.64,20.59,49.2,23.82,2.75
340,0.07,0.27,0.29,0.1,0.27,8.78,10.0,9.42,5.92,21.49,13.62,0.94,3.93,1.98,13.81,30.68,13.55,19.89,26.64,9.42,19.93,24.12
341,0.13,0.35,0.16,0.2,0.16,1.87,1.0,2.65,4.35,5.47,2.77,13.15,26.14,9.6,9.11,12.28,21.48,15.11,28.71,5.42,19.23,31.53
342,0.04,0.24,0.15,0.37,0.2,3.3,1.0,9.23,1.83,14.44,20.13,5.63,20.56,8.95,17.36,7.93,5.0,22.85,23.4,25.27,20.65,7.83
343,0.34,0.08,0.1,0.44,0.04,8.24,10.0,2.2,8.65,7.64,3.8,21.41,17.47,11.61,13.67,19.15,5.25,21.15,32.63,13.94,23.02,9.26
344,0.43,0.01,0.21,0.02,0.33,4.01,3.33,7.34,2.51,11.29,13.14,14.7,17.73,14.81,2.62,14.0,11.71,28.87,35.99,15.15,7.57,12.42
345,0.24,0.28,0.09,0.13,0.26,3.43,1.0,5.39,6.45,10.62,13.2,0.09,15.36,0.32,24.58,16.76,19.07,10.13,19.39,29.44,28.28,12.76
346,0.05,0.17,0.3,0.23,0.25,2.56,10.0,3.27,6.14,12.93,16.84,4.69,5.16,22.79,15.61,9.69,12.29,32.7,27.0,15.84,19.92,4.54
347,0.15,0.06,0.27,0.21,0.31,6.84,10.0,2.63,3.1,1.26,19.67,12.65,25.66,2.88,0.8,30.04,7.04,14.96,9.15,47.02,28.8,0.07
348,0.28,0.06,0.28,0.25,0.13,7.7,10.0,9.28,6.68,17.42,3.35,2.97,11.8,17.84,18.31,11.62,16.69,14.24,3.58,45.45,13.07,23.66
349,0.18,0.21,0.23,0.24,0.14,6.75,3.33,4.15,4.58,8.25,15.71,17.95,1.1,16.06,17.72,14.41,8.8,10.06,20.05,30.07,24.36,15.46
350,0.18,0.16,0.26,0.25,0.15,7.76,1.0,8.73,8.26,9.12,15.71,16.9,0.64,18.53,5.97,18.23,14.9,23.66,36.38,10.36,26.82,2.78
351,0.05,0.15,0.24,0.27,0.29,5.6,1.0,9.33,9.89,17.88,16.18,1.71,9.17,13.18,18.29,13.77,9.82,30.09,9.27,14.56,12.31,33.77
352,0.09,0.33,0.45,0.01,0.12,4.2,3.33,8.21,8.27,14.78,12.31,19.13,13.84,10.34,5.78,1.74,22.08,25.53,34.01,11.49,5.49,23.48
353,0.03,0.29,0.28,0.14,0.26,3.67,6.67,8.08,4.48,22.98,5.36,22.72,14.65,20.37,2.89,6.02,5.01,9.76,22.37,2.93,27.4,37.54
354,0.09,0.19,0.15,0.53,0.04,6.15,3.33,1.14,4.9,25.17,10.53,15.05,8.43,13.18,17.2,0.46,9.98,10.52,35.26,23.49,9.04,21.69
355,0.39,0.2,0.06,0.24,0.11,8.51,6.67,4.33,6.09,20.14,23.1,4.13,7.81,9.78,15.4,12.97,6.67,22.63,23.14,18.07,14.86,21.3
356,0.18,0.16,0.24,0.18,0.24,9.69,1.0,7.06,9.02,13.84,13.79,8.41,13.61,13.57,12.09,19.3,5.39,22.02,34.8,11.93,20.46,10.79
357,0.22,0.33,0.05,0.09,0.31,7.89,1.0,1.19,9.07,13.93,21.56,8.05,4.81,1.29,10.51,22.44,17.41,23.56,33.62,9.97,24.22,8.63
358,0.07,0.17,0.36,0.06,0.34,4.49,6.67,7.08,8.25,16.79,2.5,6.67,8.18,30.73,17.8,3.98,13.35,10.56,47.5,20.65,16.88,4.41
359,0.3,0.35,0.02,0.01,0.32,2.86,10.0,6.79,1.04,19.47,3.92,13.97,12.74,19.96,14.9,3.99,11.05,14.55,24.27,16.69,16.17,28.32
360,0.09,0.35,0.03,0.45,0.08,6.01,6.67,4.4,6.42,21.8,13.63,1.99,9.05,18.71,7.05,7.04,20.73,1.23,40.58,19.92,0.73,37.54
361,0.4,0.07,0.2,0.25,0.08,5.48,10.0,5.61,5.51,17.24,9.21,12.71,22.33,2.4,16.38,4.26,15.47,34.24,9.1,17.07,0.2,39.39
362,0.31,0.36,0.23,0.04,0.06,2.19,6.67,8.87,2.79,6.11,16.78,14.95,16.57,14.28,15.58,4.81,10.92,29.71,5.65,27.75,18.64,18.25
363,0.07,0.25,0.19,0.18,0.31,9.31,6.67,3.87,1.98,3.15,15.93,20.05,15.56,15.3,17.02,10.8,2.19,10.95,44.14,1.22,9.79,33.9
364,0.23,0.14,0.27,0.04,0.32,3.13,3.33,9.63,7.9,18.49,13.65,17.75,2.93,20.23,4.43,17.33,5.19,27.19,7.18,38.54,9.2,17.89
365,0.16,0.29,0.5,0.03,0.02,8.7,1.0,3.36,9.43,12.48,15.89,9.85,5.98,17.05,15.24,13.85,9.66,20.02,19.75,10.26,19.73,30.24
366,0.29,0.11,0.11,0.29,0.2,1.02,10.0,1.58,3.19,17.26,14.23,12.67,19.05,22.7,3.1,3.92,7.07,4.41,31.47,21.18,17.98,24.96
367,0.07,0.09,0.11,0.38,0.35,7.87,6.67,9.06,5.95,19.31,1.81,25.22,0.68,7.74,15.8,11.42,18.02,32.36,22.92,10.82,24.17,9.73
368,0.05,0.34,0.29,0.03,0.29,3.57,10.0,8.5,8.83,11.87,12.13,21.8,20.53,2.1,8.26,18.12,5.19,7.19,22.35,26.2,21.6,22.66
369,0.25,0.24,0.07,0.2,0.24,7.4,10.0,4.86,8.73,18.23,5.76,15.79,17.41,7.6,14.49,20.13,0.59,27.52,3.14,37.94,4.75,26.65
370,0.28,0.05,0.04,0.25,0.38,4.99,6.67,4.77,5.81,6.26,20.61,17.01,9.22,10.87,13.99,4.89,17.15,26.45,11.0,11.51,28.14,22.9
371,0.16,0.04,0.1,0.31,0.39,5.09,1.0,6.37,4.63,23.75,1.45,9.35,12.52,24.71,19.94,5.7,2.58,25.42,27.16,11.61,22.41,13.4
372,0.27,0.26,0.06,0.12,0.29,4.33,10.0,5.06,6.13,10.4,18.01,15.92,11.16,2.85,8.49,13.69,19.48,4.25,27.62,19.96,11.35,36.82
373,0.23,0.18,0.19,0.32,0.08,6.64,6.67,1.69,7.18,9.21,9.52,15.14,11.88,14.67,15.74,11.79,12.05,17.72,13.41,23.33,21.73,23.81
374,0.03,0.16,0.27,0.27,0.27,8.02,10.0,9.79,6.24,15.38,2.21,13.27,19.02,17.99,9.52,18.19,4.42,25.94,18.61,34.74,3.01,17.7
375,0.06,0.31,0.35,0.28,0.0,8.14,1.0,9.38,4.73,3.69,12.1,18.19,22.58,3.9,13.64,20.82,5.08,23.17,26.53,23.02,3.08,24.2
376,0.12,0.28,0.25,0.12,0.23,6.05,10.0,5.29,4.71,12.56,0.78,22.24,8.73,12.59,18.64,5.25,19.21,36.16,26.16,5.55,19.43,12.7
377,0.31,0.17,0.3,0.01,0.21,1.4,6.67,7.04,2.7,8.3,6.95,8.32,5.2,8.31,24.86,16.74,21.32,27.81,32.68,8.06,23.94,7.51
378,0.13,0.29,0.08,0.16,0.34,7.86,10.0,7.19,5.95,16.77,15.69,0.96,17.03,10.79,18.59,2.41,17.76,25.19,6.66,27.63,30.17,10.35
379,0.11,0.05,0.39,0.2,0.25,2.69,10.0,4.66,1.55,26.26,4.73,19.08,1.15,19.79,3.19,3.57,22.23,25.23,20.31,17.03,20.26,17.17
380,0.25,0.24,0.14,0.05,0.32,1.71,3.33,6.23,2.78,13.27,19.7,5.1,17.52,19.64,17.14,0.38,7.25,19.47,10.8,30.02,27.33,12.38
381,0.21,0.2,0.19,0.2,0.2,4.86,10.0,2.62,5.87,24.95,11.23,12.66,2.34,6.17,6.8,26.26,9.59,11.42,16.35,17.86,27.31,27.06
382,0.26,0.21,0.16,0.14,0.23,1.36,10.0,3.95,6.16,2.39,11.63,23.38,4.87,18.76,17.58,2.79,18.6,38.87,8.77,7.8,5.33,39.23
383,0.26,0.12,0.12,0.34,0.16,5.34,3.33,3.89,3.2,14.51,21.22,16.07,12.19,11.04,17.93,4.36,2.68,24.32,15.54,7.78,24.0,28.36
384,0.12,0.2,0.05,0.27,0.36,3.16,1.0,2.15,6.74,4.77,12.06,12.73,21.72,5.42,15.23,15.35,12.72,27.99,44.5,7.23,4.42,15.86
385,0.29,0.17,0.12,0.35,0.07,3.17,1.0,8.06,5.85,16.57,15.62,15.79,15.82,12.96,3.73,2.15,17.36,2.78,35.15,29.52,20.06,12.49
386,0.18,0.37,0.01,0.39,0.05,6.05,3.33,5.19,6.19,8.51,1.13,25.67,10.46,11.94,14.78,7.48,20.03,6.99,33.67,10.2,39.35,9.79
387,0.23,0.04,0.36,0.36,0.01,8.95,1.0,8.67,1.38,4.54,22.78,22.53,11.91,16.11,1.96,3.76,16.41,18.34,17.81,23.2,21.0,19.65
388,0.0,0.41,0.01,0.55,0.03,3.88,3.33,1.22,4.38,17.7,17.51,6.03,12.27,20.78,15.9,6.08,3.73,1.97,28.6,12.3,26.7,30.43
389,0.07,0.14,0.28,0.21,0.3,2.6,1.0,4.63,3.29,11.57,11.07,18.04,2.24,14.61,3.59,19.73,19.15,25.46,11.12,7.97,21.78,33.67
390,0.14,0.31,0.26,0.21,0.08,4.31,10.0,5.03,4.79,26.25,2.29,7.82,25.82,6.68,19.93,5.21,6.0,22.36,21.04,34.31,16.27,6.02
391,0.27,0.08,0.35,0.17,0.13,1.71,6.67,5.05,7.7,1.67,5.09,31.03,2.85,13.18,12.59,27.7,5.89,0.07,25.78,34.9,8.6,30.65
392,0.06,0.25,0.22,0.18,0.29,9.22,6.67,8.5,1.42,14.01,20.55,3.15,20.59,16.62,4.06,4.93,16.09,2.37,25.25,17.47,17.11,37.8
393,0.01,0.26,0.32,0.32,0.09,4.47,10.0,2.88,2.35,6.84,20.13,24.37,15.05,7.88,18.03,4.72,2.98,5.11,27.51,33.02,30.94,3.42
394,0.15,0.13,0.09,0.4,0.23,8.91,10.0,3.98,5.65,14.16,17.64,17.37,10.57,11.53,13.41,5.45,9.87,9.74,3.42,31.94,22.92,31.98
395,0.06,0.33,0.2,0.29,0.12,1.69,1.0,9.9,1.15,1.45,14.98,6.88,15.54,8.68,19.62,8.75,24.1,20.46,3.94,31.1,29.82,14.68
396,0.13,0.16,0.21,0.26,0.24,5.07,1.0,3.19,4.87,23.88,14.25,12.14,20.22,0.51,8.31,17.68,3.01,20.32,26.78,20.84,8.72,23.34
397,0.1,0.28,0.15,0.23,0.24,2.53,10.0,4.14,7.53,20.27,3.07,21.54,11.49,14.5,2.55,13.14,13.44,0.44,17.34,52.14,16.58,13.5
398,0.24,0.21,0.26,0.23,0.06,2.96,6.67,1.29,2.22,23.03,13.98,1.76,11.03,15.06,4.25,20.63,10.26,16.29,10.18,26.03,21.84,25.66
399,0.18,0.27,0.06,0.23,0.26,1.25,6.67,9.87,1.94,5.89,19.05,13.91,24.14,2.2,0.03,12.5,22.28,1.07,8.2,4.51,19.15,67.07
400,0.17,0.3,0.22,0.18,0.13,6.78,3.33,2.25,5.66,19.02,1.45,7.82,16.63,17.35,14.59,19.69,3.45,1.35,20.36,54.9,10.0,13.39
401,0.08,0.24,0.09,0.25,0.34,1.34,3.33,5.73,9.79,22.23,25.96,3.04,16.9,0.93,6.56,20.79,3.59,23.58,36.25,15.25,13.5,11.42
402,0.17,0.27,0.27,0.02,0.27,8.5,10.0,2.27,6.09,0.6,12.18,14.06,26.02,7.26,4.01,16.71,19.16,18.01,24.88,20.86,34.28,1.97
403,0.25,0.25,0.24,0.13,0.13,9.59,3.33,7.16,6.56,19.67,14.76,25.25,0.93,12.27,11.34,10.23,5.55,25.22,16.48,27.57,11.44,19.29
404,0.24,0.3,0.0,0.13,0.33,6.26,3.33,1.56,4.84,19.39,17.81,14.29,9.57,6.48,18.42,6.89,7.15,24.26,16.69,26.23,2.58,30.24
405,0.08,0.27,0.43,0.03,0.19,3.83,6.67,7.01,1.4,8.42,0.47,7.98,26.95,9.39,16.76,29.03,1.0,15.3,16.68,26.86,13.38,27.78
406,0.27,0.12,0.25,0.16,0.2,4.34,3.33,1.47,8.96,16.01,18.66,4.3,19.76,5.11,2.74,19.4,14.02,16.47,32.69,13.69,18.66,18.49
407,0.2,0.15,0.11,0.37,0.17,3.0,3.33,7.97,9.67,18.0,4.43,13.78,7.2,15.52,17.35,5.37,18.35,23.54,0.87,24.8,28.48,22.31
408,0.35,0.01,0.08,0.28,0.28,9.81,3.33,2.25,2.09,16.06,18.69,11.65,12.3,13.2,16.94,7.94,3.22,40.85,6.53,11.3,5.37,35.95
409,0.35,0.28,0.07,0.29,0.01,8.56,10.0,1.35,9.6,17.83,16.32,12.7,15.46,19.95,6.62,1.43,9.69,32.84,2.12,0.39,30.24,34.41
410,0.07,0.18,0.32,0.25,0.18,6.61,1.0,1.05,6.94,19.89,2.22,19.28,5.93,17.8,0.65,14.96,19.27,19.51,24.28,2.73,34.34,19.14
411,0.31,0.39,0.12,0.08,0.1,5.4,1.0,9.26,8.76,22.38,19.93,0.83,4.33,19.94,11.29,4.96,16.34,36.28,7.14,15.67,6.91,34.0
412,0.31,0.02,0.37,0.04,0.26,5.83,3.33,8.06,2.81,3.69,10.72,16.93,4.45,26.67,4.48,5.84,27.22,5.8,45.85,24.2,3.21,20.94
413,0.37,0.02,0.15,0.22,0.24,8.62,10.0,7.61,5.2,13.96,5.64,19.16,4.73,16.79,13.25,11.59,14.88,15.15,16.45,28.41,27.64,12.35
414,0.21,0.33,0.14,0.25,0.07,8.3,3.33,5.64,7.48,13.73,1.46,10.36,24.62,0.02,9.56,14.63,25.62,29.8,15.77,26.3,13.07,15.06
415,0.12,0.21,0.28,0.26,0.13,4.03,1.0,4.3,9.84,4.08,16.74,17.65,4.79,14.69,8.03,9.28,24.74,28.36,8.54,23.81,24.76,14.53
416,0.25,0.03,0.42,0.04,0.26,3.94,3.33,8.5,5.27,20.94,27.83,5.32,7.6,7.05,7.46,7.42,16.38,24.44,28.63,17.06,25.03,4.84
417,0.12,0.31,0.32,0.03,0.22,7.46,1.0,7.11,8.82,14.49,9.28,6.76,16.11,15.17,16.06,11.27,10.86,40.97,6.74,2.31,17.08,32.9
418,0.09,0.29,0.02,0.23,0.37,3.52,3.33,7.68,1.74,12.65,12.36,3.95,5.76,18.0,9.96,19.58,17.74,2.18,32.33,26.2,8.91,30.38
419,0.25,0.06,0.13,0.47,0.09,1.73,3.33,5.16,7.78,14.74,20.66,18.22,0.62,7.77,21.49,4.75,11.75,21.2,11.31,23.04,23.39,21.06
420,0.04,0.53,0.21,0.06,0.16,1.18,3.33,8.04,3.17,2.45,1.8,33.25,23.85,10.71,0.62,5.29,22.03,10.48,29.69,30.99,2.62,26.22
421,0.11,0.23,0.18,0.2,0.28,9.64,1.0,8.81,3.81,2.16,18.7,20.22,22.98,23.76,4.21,3.6,4.37,64.09,8.85,9.43,9.2,8.43
422,0.25,0.16,0.3,0.28,0.01,5.98,3.33,5.46,2.51,16.76,12.39,18.76,16.4,18.67,0.4,1.68,14.94,23.24,4.28,27.86,23.32,21.3
423,0.24,0.01,0.26,0.24,0.25,5.18,1.0,9.2,5.53,21.61,3.73,14.05,4.95,4.11,16.73,23.95,10.87,21.5,16.72,20.25,17.12,24.41
424,0.13,0.28,0.22,0.22,0.15,8.88,3.33,7.06,7.52,0.38,22.62,19.55,10.25,8.61,9.04,8.07,21.48,30.23,32.94,0.4,27.36,9.07
425,0.27,0.02,0.23,0.17,0.31,8.75,3.33,4.47,6.79,12.74,28.93,7.63,9.29,0.46,0.35,17.9,22.7,0.9,32.21,28.63,13.71,24.55
426,0.11,0.32,0.09,0.29,0.19,9.42,10.0,1.26,5.57,32.13,0.51,21.86,10.02,2.75,10.0,18.17,4.56,1.44,7.04,60.6,26.58,4.34
427,0.29,0.25,0.04,0.31,0.11,9.26,3.33,1.86,5.46,14.99,18.81,9.16,8.52,21.4,3.76,11.55,11.81,7.99,16.97,19.78,44.78,10.48
428,0.02,0.17,0.32,0.18,0.31,7.18,6.67,3.32,1.36,18.98,16.94,24.69,2.94,4.36,2.72,16.15,13.22,0.17,20.14,26.13,16.73,36.83
429,0.1,0.3,0.24,0.13,0.23,9.54,1.0,4.64,5.65,1.37,18.82,27.67,26.24,0.65,12.37,9.04,3.84,21.24,23.83,14.53,18.18,22.22
430,0.51,0.12,0.01,0.25,0.11,1.89,3.33,8.62,8.77,17.41,11.57,17.11,15.63,7.36,0.56,6.72,23.64,8.27,26.73,20.5,13.66,30.84
431,0.28,0.04,0.31,0.18,0.19,2.04,10.0,2.49,1.3,22.03,8.26,3.54,15.6,7.33,9.56,14.06,19.62,19.67,31.72,3.2,6.21,39.2
432,0.31,0.13,0.1,0.18,0.28,5.88,6.67,8.27,6.79,6.11,17.51,13.09,11.94,13.73,13.27,21.53,2.82,5.94,19.82,22.35,30.79,21.1
433,0.22,0.25,0.26,0.08,0.19,8.44,6.67,7.53,2.05,14.82,23.06,4.7,6.98,10.91,19.86,12.28,7.39,3.97,41.61,29.6,9.0,15.82
434,0.1,0.02,0.37,0.13,0.38,6.02,1.0,8.24,3.68,20.01,17.39,19.57,11.1,10.91,9.2,3.81,8.01,24.42,28.58,26.73,12.52,7.75
435,0.27,0.14,0.33,0.05,0.21,4.33,6.67,5.8,9.22,15.81,18.03,13.84,1.36,2.84,2.64,23.18,22.3,7.61,12.38,33.94,28.19,17.88
436,0.06,0.35,0.43,0.14,0.02,6.42,3.33,3.01,9.96,5.68,12.71,7.89,13.86,16.19,16.89,1.21,25.57,15.83,29.24,20.69,27.84,6.4
437,0.2,0.04,0.38,0.36,0.02,7.37,6.67,3.61,7.27,7.81,15.22,8.55,17.19,13.98,5.87,18.13,13.25,11.84,18.65,45.51,6.0,18.0
438,0.04,0.32,0.31,0.3,0.03,4.06,6.67,6.18,6.79,6.37,19.42,11.12,16.92,4.85,15.75,22.74,2.83,3.53,26.91,14.5,37.7,17.36
439,0.19,0.14,0.29,0.31,0.07,8.93,10.0,8.19,2.92,16.65,3.45,25.44,21.35,5.8,0.14,24.24,2.93,0.82,32.53,28.01,28.32,10.32
440,0.16,0.33,0.29,0.04,0.18,2.27,6.67,3.8,3.22,19.52,0.57,1.36,29.24,16.25,7.06,15.42,10.58,19.04,7.43,24.21,24.75,24.57
441,0.28,0.17,0.19,0.11,0.25,7.39,10.0,4.05,8.02,20.5,11.03,19.87,1.55,14.77,7.16,10.25,14.87,8.59,31.35,13.99,16.41,29.66
442,0.2,0.26,0.36,0.05,0.13,4.66,3.33,3.88,5.96,17.07,8.35,1.89,15.44,9.3,21.89,10.51,15.55,23.52,30.29,19.19,17.81,9.19
443,0.33,0.2,0.09,0.12,0.26,5.9,1.0,4.55,4.9,23.26,2.33,2.68,13.18,27.91,7.07,2.22,21.35,9.4,24.03,20.59,27.66,18.32
444,0.13,0.19,0.25,0.29,0.14,9.1,6.67,2.62,7.74,22.8,14.2,3.48,13.21,13.94,5.22,0.14,27.01,20.49,45.5,20.91,4.18,8.92
445,0.38,0.22,0.1,0.17,0.13,1.69,6.67,5.39,7.35,20.89,3.63,5.8,10.58,3.13,16.98,19.08,19.91,42.17,35.06,0.44,13.81,8.52
446,0.03,0.12,0.44,0.28,0.13,8.29,10.0,5.36,9.79,18.63,16.7,8.16,2.31,1.21,22.36,9.63,21.0,10.32,16.65,11.07,31.82,30.14
447,0.01,0.06,0.46,0.42,0.05,4.96,3.33,7.59,6.39,3.48,4.21,8.12,20.77,19.08,13.99,16.84,13.51,20.93,28.07,3.34,40.1,7.56
448,0.33,0.13,0.27,0.06,0.21,5.51,1.0,8.76,8.4,15.75,11.66,7.15,9.25,4.94,16.89,15.61,18.75,1.61,29.96,24.14,21.91,22.38
449,0.09,0.05,0.45,0.34,0.07,1.76,6.67,7.24,1.06,26.86,12.88,20.49,0.42,23.4,8.61,6.08,1.26,20.44,25.44,2.93,12.71,38.48
450,0.21,0.26,0.09,0.27,0.17,9.91,6.67,6.06,7.03,7.95,16.38,9.57,8.62,13.77,19.02,14.47,10.22,8.88,24.97,21.53,28.05,16.57
451,0.1,0.21,0.14,0.22,0.33,8.65,1.0,4.17,2.16,6.93,12.97,12.98,18.73,13.8,3.01,9.61,21.97,18.27,1.28,17.47,44.33,18.65
452,0.21,0.0,0.22,0.38,0.19,1.77,3.33,5.35,7.78,14.6,17.43,20.84,3.49,13.08,1.07,12.61,16.88,4.65,39.03,1.74,37.16,17.42
453,0.38,0.09,0.44,0.08,0.01,3.47,3.33,2.82,6.15,5.86,4.18,12.59,16.47,11.0,23.42,15.4,11.08,14.31,16.25,22.57,14.38,32.49
